Name,Country,Type,Style,Grape,Short Description,Long Description,Per Bottle Price,Mix Six Price,Percentage of reviewers who would buy again,Number of Reviewers,Awards,Closure,Units,Volume
Far del Sud Garnacha Blanca 2017 DO Terra Alta,,Crisp White,,,"Thanks to the unique conditions of Terra Alta, the yields of grapes are low - meaning that the grapes that reach full ripeness are particularly lush in flavour. Each grape is hand-harvested to ensure that only the very best are selected. Later in Far del Sud's process, it's aged on lees to imbue the wine with a charming hint of creaminess. A joyful palate of green apple, ripe pear and citrus with a revitalising undertone of fresh herbs delivered through a textured mouthfeel. Partner with soft, creamy cheeses and lightly-spiced white fish dishes for optimal dining enjoyment.",10.99,8.99,White,100.0,1.0,[],10.5,Garnacha,
Logeril Gris de Garille Rosé,,Rose,,,DRY,"Vibrant and lively, with distinctly stylish minerality. Red berry flavours dominate the palate followed by hints of aniseed. Fresh acidity results in a crisp, crunchy and zesty delicate finish.",10.99,8.99,100.0,3.0,[],,9.8,75.0
Puligny-Montrachet 1er Cru 'Les Perrieres' 2015 Domaine Jomain,France,White,Rich White,Chardonnay,DRY,"From a small parcel within Puligny's Premier Cru vines, situated on the gently sloping east-facing slopes of this classic vineyard. This wine is supremely refined, with a nose nuanced with honey and flowers. Ample feel and a fine structure on the palate. Enjoy over the next 5-8 years, with poached fish dishes.",70.0,62.00,100.0,4.0,[],,9.8,75.0
Parcel Series Chilean Pinot Noir,Chile,Red,Big Red,Pinot Noir,LIGHT,"A pale ruby red juice emits delicate flavours of rose petals, strawberry and redcurrants. It's an aromatic, silky-smooth cocktail of a Pinot - and you'll only find it here.",13.99,8.99,90.0,10.0,[],,10.5,75.0
De Bortoli 1628 Durif,,Red,Big Red,,MEDIUM,"Lashings of blackberry and plum pulse through a backbone of chocolate, vanilla and a hint of spice. Well-integrated tannins frame a palate that builds flavour with every sip. Lashings of blackberry and plum pulse through a backbone of chocolate, vanilla and a hint of spice. Well-integrated tannins frame a palate that builds flavour with every sip. This is a fantastic barbecue wine, and can also be enjoyed with any casseroles or stews.",10.99,8.99,80.0,74.0,[],,10.5,75.0
Amontillado Seco Napoleon Hidalgo,Spain,Dessert & Fortified,,Palomino,DRY,"Traditionally always dry, Amontillado is a sherry allowed to age for a bit longer after the flor has died. Hidalgo, a small, quality conscious family firm in Sanlúcar de Barrameda, produces this in the classic dry style. Bone dry with enticing nutty flavours, a slightly oxididised character and a mouthwatering, pungent, yeasty tang. Incredibly versatile, this is delicious served slightly cool.",16.99,14.99,100.0,18.0,"['IWC 2018 - Silver Award', 'IWC 2017 - Commended Award', 'Decanter 2017 - Silver Award']",Natural Cork,13.1,75.0
Cloudy Bay Pinot Noir 2016 Marlborough,New Zealand,Red,Fruity Red,,MEDIUM,"New Zealand is one of the few places in the world where this grape variety achieves elusive perfection, and the highly esteemed Cloudy Bay Estate have surpassed themselves in the production of this innovative Pinot Noir. Delicate confected nose, with vanilla and hints of spice. A seductive palate, where dark cherries and strawberries are complemented by toasty characters and silky tannins. A complex and textured finish. Try this with slow-cooked pork belly or a wild mushroom risotto.",33.0,29.70,100.0,10.0,[],Screwcap,10.1,75.0
Kuhlmann-Platz Pinot Blanc 2018 Cave de Hunawihr,France,White,Rich White,,OFF DRY,"Cave Vinicole de Hunawihr was the first cooperative in Alsace and the third in France as a whole. The winery was built in the 1950s by the founding vignerons, who tended their vines by day and worked on the building by night, creating a winery that is still in use today. One of the more delicate expressions of Alsatian winemaking, this Pinot Blanc is a restrained and subtle mix of apricot and yellow plum fruit, with a hint of citrus and floral notes. Will bring to life all simple poultry and fresh fish dishes.",11.99,9.99,95.0,76.0,[],Screwcap,9.4,75.0
Denis Marchais Viognier,,White,Fruity White,,DRY,,11.99,9.99,77.0,13.0,[],,10.1,75.0
Domaine Reverdon Brouilly 2018,France,Red,Fruity Red,,LIGHT,"The grapes grown on the granite slopes of Mont Brouilly produce well rounded and fruity wines that are tend to be more structured and tannic than their neighbours and often have more complex earthy and mineral notes. This light bodied red has vibrant flavours of strawberry, cherry and redcurrant. It is soft and rounded with a delicate, fresh finish. This is the perfect match for charcuterie.",13.99,11.99,70.0,20.0,[],Natural Cork,9.8,75.0
Jacques Rouzé Chateaumeillant 2016,,Red,Fruity Red,,LIGHT,"Raspberry, redcurrant and red cherry characters form the backbone of this wine, while hints of pepper and graphite add a touch of savoury complexity.",15.99,13.99,100.0,5.0,[],,10.1,75.0
Kendermanns Riesling Kabinett,,White,Sweet White,,OFF DRY,This vintage was actually rather good for Riesling as the golden autumn with warm day-time temperatures and cool nights allowed excellent flavour ripening whilst still retaining crisp acidity This Riesling Kabinett has only 8.5% abv and is delightfully fragrant with aromas of vineyard peach with a touch of apple and grapefruit. On the palate it is off-dry to taste with a crisp and refreshing lick of acidity An enjoyable compliment to Thai green curry or any dishes containing a hit of spice.,9.99,7.99,100.0,1.0,[],Screwcap,6.4,75.0
"Burke and Wills Chardonnay, Australia",,White,Crisp White,,DRY,Rich and fruity with abundant lemon and apple flavours bound up with notes of vanilla.,8.99,6.99,30.0,27.0,[],,9.0,75.0
Blue Blanc Thau Piquepoul Blend,,Fruity White,,,"The grapes squeezed to craft this Picpoul blend are surrounded by the cooling Thau lagoon. They soak in sun over a luxuriously long ripening period, filling plump with juice. Punchy tropical-fruit flavours combine with a crisp minerality and a scattering of herbs. It's a lip-smackingly refreshing white.",9.99,7.99,White,,,[],,,
"Sacred Hill Reserve Merlot, 2018",New Zealand,Red,Fruity Red,"Cabernet Sauvignon, Merlot",MEDIUM,"The Mason family has been determined to do whatever it takes to make great wine. Hawke's Bay is the oldest wine region in New Zealand and sits on the east coast of New Zealand's North Island. The Reserve Merlot is a blend of the classic fleshy Merlot with a dash of Cabernet bringing structure and tension. For the cork dorks, the wine is matured in French oak, of which 15% is new and the rest is second and third fill.",15.99,13.99,,,[],,10.1,75.0
Lorca Esoterico Cabernet Franc,Argentina,Red,Big Red,,LIGHT,"Bursting with aromatics, it's reminiscent of crushed black peppercorns, fragrant spice and just a delicate touch of oak. Very finely balanced with good concentration of ripe red and black fruits, soft tannins and delicate acidity, it's a stunning Cabernet Franc.",11.99,8.99,86.0,7.0,[],,10.1,75.0
"Revival Zinfandel, California",,Red,Smooth Red,,MEDIUM,"Fruity notes of plum and dark berry, with a slight smoke and vanilla taste on your pallet, with a nice dry tannin finish leaving you wanting more",10.99,8.99,77.0,39.0,[],,10.5,75.0
"Cuvee Dissenay Chardonnay, IGP Pays d'Oc",,White,Rich White,,DRY,"Aromas of ripe peach, honey and melon are followed by subtle toasted notes and an elegant and smooth finish.",10.99,8.99,,,[],,10.1,75.0
Definition Côtes Du Rhône Magnum 2017,France,Red,Smooth Red,,FULL,"The Definition range captures the quintessential qualities of the world's greatest wine styles. The delicious Rhône-blend trio - Grenache, Syrah, Mourvèdre - crafts reds with no-holds-barred levels of taste. But it takes a delight to stand out from the crowd. This is created by a name that echoes around the Valley. It emits countless notes of bramble, garrigue herbs and a hint of pepper.",19.99,17.99,,,[],Natural Cork,20.3,150.0
Domaine de Saint-Guirons Pauillac,France,Red,Big Red,,LIGHT,"Domaine de Saint-Guirons belongs to Francois-Xavier Borie, proprietor of Château Grand-Puy Lacoste. Classified as a 5th growth, Château Grand-Puy Lacoste is widely recognized as one of the greatest wines of Pauillac. The grapes for Domaine Saint-Guirons are a selection from the Puy Lacoste estate; and this is an special bottling that enjoys the same pedigree of fruit, exposition, and meticulous winemaking that goes into the production of Château Grand-Puy Lacoste and Lacoste-Borie.",29.99,26.99,,,[],,9.8,75.0
Main Divide Pinot Gris,,White,Sweet White,,OFF DRY,"On the nose there are pronounced aromas of stone fruit, lychees and pear drops, underpinned with honeysuckle and tropical spices. It is full-bodied, concentrated and unctuous in the mouth with a tangy hint of root ginger. The earlier picked fruit adds freshness and satisfying acidity, while the noble botrytis and lees ageing have increased the mouth feel and complexity of this wine.",14.99,12.99,100.0,1.0,[],,9.8,75.0
"Mâcon Vinzelles 2018, Château de Loche",,White,Rich White,,DRY,"Château de Loche is one of the oldest and largest wineries in the Mâcon-Vinzelles. It was built in the eighteenth century and has been a bustling hub of traditional viticulture ever since. In keeping with its history, this wine has been aged on fine lees to encourage complexity and texture. Château de Loche 2016 renders an impeccable balance between luscious texture and fresh finish. With classic aromas of peach, citrus and white flowers, it's a shining example of the beauty behind white Burgundy. Partner with white fish dishes or goats cheese tartlets for a truly satisfying gastronomical endeavour.",14.99,12.99,,,[],,9.8,75.0
Villa Vito Pinot Grigio Magnum,Italy,White,Crisp White,,DRY,"Prices of Pinot Grigio from better-known regions, Veneto, Friuli, are rising. So, to shave a few quid off the price and save you a packet when stocking up, Italy buyer James headed to a winery in Abruzzo. With modern-day pioneering winemakers on-side, it's now Italy's flourishing region. If you get in before word spreads, you'll reap the rewards. Aromatic notes of lemon, white flowers and green fruit are chased by a clean, refreshing finish. It'll boost your seafood, white-fish and salad dishes with wonder.",14.99,12.99,,,[],,18.0,150.0
Lay and Wheeler Rioja Gran Reserva 2011,Spain,Red,Smooth Red,,FULL,"Lay and Wheeler, our sister company, are experts when it comes to fine wine and they have managed to source this fabulous Gran Reserva from one of the most prestigious Rioja producers at a fabulous price. Drinking beautifully now this has loads of plum and bramble fruit and an intense finish.",30.0,25.00,86.0,22.0,[],Natural Cork,10.1,75.0
"Tasca ""Regaleali"" Bianco Di Sicilia 2017",Italy,White,Crisp White,,DRY,"Made from local grape varieties on an estate owned by the noble Tasca family since the 1830s. Delicate but not bland, fruit flavours of apple, peach and pink grapefruit are to the fore of the crisp and refreshing wine. Best with shellfish, fish or vegetarian dishes.",11.99,9.99,90.0,68.0,[],Screwcap,9.0,75.0
Le Grand Retour Malbec 2017,France,Red,Big Red,Malbec,MEDIUM,"This cuvee was created to celebrate the rebirth of the Cahors region and is packed with the classic flavours of French Malbec - Blackberry, Plum, Raspberry. Silky smooth with velvety tannin this is a powerful and pungent treat.",11.99,9.99,88.0,8.0,[],,9.8,75.0
Vigneto du Lot Soave Classico 2016 Inama,Italy,White,Crisp White,,DRY,"Grown in the Veneto commune of Verona, Northeastern Italy, around the city of Verona. 'Classico' is made from grapes grown in the original areas and zones where Soave was initially planted. Inama's vineyards lie on basalt-rich soils in the heart of the Classico region. The cornucopia of wild camomile, elderflower and iris and perfumed herbs with subtle vanilla. Rich, almost sweet fruit abounds on the palate, tempered and complemented by minerality and vibrant acidity. Fantastic drinking now, but will develop over the next four years. A perfect apéritif now, the wine will match soft cheese.",27.0,24.30,88.0,8.0,[],Natural Cork,9.0,75.0
Escarpment Chardonnay 2017,,White,Rich White,,DRY,Burgundian inspired the powerful flavours of white peach are combined with a beautiful flinty mineral backbone. Lees stirring adds complexity to this exceptional Martinborough Chardonnay.,17.99,15.99,100.0,1.0,[],,10.1,75.0
Hierogram Old Vine Lodi Zinfandel,,Red,Fruity Red,,MEDIUM,"Subtle but very complex nose. Very dark color, cherry, tobacco flavor. Hearty, zin flavors. Warm, moderate mouth feel.",14.99,11.99,100.0,1.0,[],,11.3,75.0
Rully Blanc En Rosey 2016 Maison Chanzy,France,White,Rich White,,DRY,"Maison Chanzy own top quality vineyard sites all over Burgundy including Grand Crus. This wine may be from a less illustrious village than Chassagne or Puligny but it is made with the same care and attention resulting in a faboulously decadent and delicious wine. Pale gold with pronounced aromas of greengage and pear. The palate is richer with ripe apple, lemon and a slight note of toast yet retains a delightful freshness in a long persistent finish. Perfect with chicken or meatier fish.",17.99,15.99,90.0,10.0,[],Natural Cork,9.8,75.0
Christopher Michael Oregon Pinot Noir,,Red,Fruity Red,,LIGHT,"This wine is an elegant Pinot Noir that displays aromas of pomegranate, redcurrant and cigar box. On the pallet there are note of cherry, raspberry, spices and tobacco. Elegant notes of red and black cherry accompanied by spice and black currant. A beautifully delicate wine like this should accompany a selection of cold meats, including chicken and turkey.",17.99,15.99,83.0,6.0,[],Screwcap,10.1,75.0
Majestic Loves Merlot Magnum,,Red,Big Red,,MEDIUM,"Elegant and deep taste with silky tannins, notes of red berries turns into a long and rich aftertaste. This mature wine could be self-sufficient gradually changing in the glass, and perfectly complement meat dishes.",15.99,11.99,,,[],,19.5,150.0
Poligonos Tupungato Alto Malbec,Argentina,Red,Big Red,,MEDIUM,"A structured, big bold flavours, dry, no oak, aged in cement. A very typical and welcoming Malbec. Aromas and tastes is expressive of blueberry, plum, cassis, pepper, racy tannins and active acidity, clean and powerful finish that is spiced, fruity, and peppery",19.99,14.99,100.0,4.0,[],,10.1,75.0
Rioja Prado Enea Gran Reserva 2010 Muga,Spain,Red,Smooth Red,,FULL,"Terraced plantings on the clay and alluvial soils at the foot of the Obarenes mountains at the Western edge of Rioja Alta form the basis for Prado Enea Gran Reserva. The wine spends 6 months in vat, 36 months in small barrel and the same period in bottle before release. An elegant, perfumed and complex nose with violet, wood-smoke, vanilla and red berry aromas. A rich, rounded palate of sweet red berries, wood spices and fresh acidity and a long and complex finish. A wine that can age for up to 5 years or be enjoyed right now, particularly with game, grilled meats, soft cheeses.",49.99,44.99,100.0,4.0,[],Natural Cork,10.1,75.0
"Roero Rosso 'Oesio' DOCG 2015, Enrico Serafino",,Big Red,,,"What sets this Nebbiolo apart from other wines in the region, and even wines from nearby Barolo and Barbaresco, is the 'Oesio' vineyard, where 100% of its grapes are grown. Widely regarded as one of the best locations in the region, its steep slopes and sandy soils create a highly aromatic style of Nebbiolo that beats even Barolo for fragrance. Add in 18 months in oak, and you have truly stand-out red. There's no need to leave this in the cellar for ten years - it's already a vivid and elegant Nebbiolo. Expect pronounced wild strawberry, violet, currant and black pepper notes, a precise structure and refined tannins.",29.99,22.48,Red,100.0,1.0,[],10.9,Nebbiolo,
"Xanthos California Cabernet Sauvignon, 2017",,Red,Big Red,,MEDIUM,"Xanthos greets you with a deep, dark plum/blackberry color in the glass and a nose of sweet black and blue fruit and dark chocolate. Velvety smooth and soft in the mouth with polished tannins, flavors of black plum, cocoa, anise, and blackberry jam fill out the profile of this California red. Fruit forward but balanced with good acid making it easy drinking for all occasions.",10.99,8.99,100.0,1.0,[],,10.9,75.0
Elara Sauvignon Gris Waimea Estate 2018,New Zealand,White,Fruity White,,DRY,Waimea have a small experimental planting of Sauvignon Gris and they offered us this incredible wine that has won awards for every vintage. Production is so small that only a few hundred cases have ever been sold and this is the first time it has been seen outside of New Zealand.,11.99,8.99,87.0,38.0,[],,9.8,75.0
Soumah Chardonnay 2018,Australia,White,Rich White,,DRY,The grapes are picked early to ensure freshness in this fruity and elegant Chardonnay. Citrus and apple flavours are wrapped in a silky texture; barrel ageing adds complexity and depth.,17.99,14.99,87.0,30.0,[],,9.8,75.0
Solar Viejo Crianza,,Red,Big Red,,LIGHT,"Rich in aromas from ageing in oak barrels, such as vanilla, smoky notes, cocoa and spices, which after slight swirling come together with intense notes of fruit compote, bringing a certain pleasant sweetness.",24.99,14.98,,,[],,20.3,150.0
Sibaris Gran Reserva Cinsault,,Red,Big Red,Cinsault,MEDIUM,"This wine has an intense cherry red colour. On the nose it is very perfumed, with aromas of red fruits such as: strawberry, raspberry, currant and pomegranate, accompanied by floral notes and spices such as, cardamon and licorice. In the mouth, it is fresh and complex, with touches of wild fruits. It has a medium body, soft, elegant tannins and rich acidity. It is an ideal fresh wine to enjoy from now until the next 5 years.",12.99,8.65,67.0,3.0,[],,10.1,75.0
Poste Restante Organic Rosé,,Rose,Rose,,DRY,"Lighter and more elegant than many Spanish rosés this displays a a pale strawberry colour, with intense and fresh berry flavours over subtle floral notes.",9.99,7.99,100.0,3.0,[],,9.4,75.0
"Rawson's Retreat Riesling 2016, South East Australia",,White,Rich White,,DRY,"Fresh, zesty citrus notes with a balanced sweetness burst through a crisp, fresh base. With an elegant finish, this will pair flawlessly with white meats, fish and salads to bring added excellence to your table this summer.",9.99,7.99,95.0,22.0,[],,9.0,75.0
Poste Restante Organic Tempranillo,,Red,Smooth Red,,MEDIUM,"Vibrant and juicy this unoaked Tempranillo allows the character of the grape to shine through with flavours of redcurrant, herbs and liquorice to the fore.",9.99,7.99,67.0,3.0,[],,10.5,75.0
"Composition II Malbec, Mendoza",,Red,Big Red,,MEDIUM,,12.99,9.99,60.0,5.0,[],,10.1,75.0
Domäne Wachau Weissenkirchen Federspiel Riesling 2017,Austria,White,Sweet White,,DRY,"When Jancis Robinson described Domäne Wachau as ""the best co-op in the world"" it came as no surprise. Under the guidance of Roman Horvath, one of just three Masters of Wine in Austria, the co-op has established itself as one of the finest producers of Riesling and Grüner. This graceful Riesling from the steep Weissenkirchen commune has pronounced apricot notes with hints of lemon grass and gooseberry.",12.99,9.74,67.0,3.0,[],,9.4,75.0
Work Of Time Bordeaux Blend 2012,,Red,Big Red,,MEDIUM,,24.99,18.73,0.0,1.0,[],,10.9,75.0
Ten Minutes By Tractor Estate Chardonnay 2015 Mornington Peninsula,Australia,White,Rich White,Chardonnay,DRY,"Mornington Peninsula is a sub-region of Victoria which, in recent years, has been identified as arguably the best area in Australia for cultivating the classic Burgundian varieties. From the estate's Main Ridge vineyard, this Chardonnay is whole-bunch pressed and fermented with wild yeasts in French oak barriques.",40.0,36.00,100.0,5.0,[],Screwcap,10.1,75.0
"Cuvée Diane 2015 Viñalba, Mendoza",Argentina,Red,Big Red,"Merlot, Malbec",FULL,"Named after the wife of Viñalba winemaker Hervé Joyaux Fabre, this is a blend of 80% Malbec and 20% Merlot, grown in high quality massal-selected vineyards in Lujan de Cuyo and the Uco Valley. A rich and inviting wine that hints at Hervé's Bordeaux background, this blend is full of dark fruit and spice aromas, and has a wonderful palate complexity, offering a plum and damsom backbone bolstered by smooth tannins and spicy oak. A rich and inviting wine that hints at Hervé's Bordeaux background, this blend is full of dark fruit and spice aromas, and has a wonderful palate complexity, offering a plum and damsom backbone bolstered by smooth tannins and spicy oak. Best enjoyed over a romantic dinner for two.",40.0,36.00,82.0,11.0,"['IWC 2017 - Silver Award', 'Decanter 2017 - Silver Award']",Natural Cork,11.3,75.0
Nero Oro Appassimento Magnum,,Red,Big Red,,MEDIUM,,19.99,17.99,100.0,4.0,[],,20.3,150.0
Rustenberg Stellenbosch Grenache,,Red,Big Red,,MEDIUM,"The Grenache grape is widely celebrated for its expressive-yet-light character. Rustenberg has captured this essence beautifully with this parcel - it's a carnival of lush cherry and strawberry flavour. Warming notes of black pepper undulate through each sip, scoring a fantastic balance. Enjoy now with charcuterie and tapas, or tuck away and await its foray into savoury sophistication with age.",14.99,11.99,100.0,1.0,[],,10.5,75.0
Dom St Jean de la Cavalerie Chardonnay 2018,France,White,Rich White,,DRY,"This fresh and delicate Chardonnay has abundant floral elegance and richer cedar notes which add layers of complexity to the fine apricot and peach fruit flavours This fresh and delicate Chardonnay has abundant floral elegance and richer cedar notes which add layers of complexity to the fine apricot and peach fruit flavours Enjoy with your Sunday Roast chicken with the family, even in the in-laws. Or purely enjoy this by itself, fresh out the fridge to capture those fresher citrus fruits.",10.99,8.99,88.0,94.0,[],,9.4,75.0
Morande Reserva One to One Pais 2016,Chile,Red,Fruity Red,Pais,LIGHT,"The Pais grape was brought to Mexico by Hernán Cortes and from there spread throughout the Americas. The variety, once the most planted in Chile and used for table wine, is now enjoying a renaissance as quality driven producers are making light, fresh fruity red wines. Reminiscent of good Beaujolais this wine is light and fruity with red cherry and raspberry flavours followed by an earthy and spicy finish. This will be delicious with charcuterie and ripe cheese.",9.99,8.99,81.0,31.0,[],Screwcap,9.8,75.0
Monsant El Brindis 2016,Spain,Red,Smooth Red,,MEDIUM,"El Brindis is produced in Montsant, neighbouring the DOQ Priorat. Their is objective is to preserve the voluptous texture, the luscious fruit of Montsant and yet to capture the vibrancy of our old vines and elevated vineyard.",11.99,8.99,67.0,3.0,[],Natural Cork,,75.0
Diego de Almagro Gran Reserva,,Red,Smooth Red,,MEDIUM,"Seductively mellow, the Diego de Almagro has excellent length. Subtle notes of leather, cocoa and vanilla meet rich mature fruit reminscent of cranberry and raspberry. You'll only find such wondrous complexity with age.",11.99,8.99,40.0,5.0,[],,9.8,75.0
Rustenberg Stellenbosch Cabernet Sauvignon,,Red,Big Red,,MEDIUM,,14.99,11.99,,,[],,10.5,75.0
Domaines Ott Château Romassan Rosé 2018 Bandol,France,Rose,Rose,,DRY,"Bandol makes some of the most serious wines of Provence, and this is the case for rosé as well as red. Founded in 1896, Domaines Ott uses hand-picking, careful sorting and delicate pressing to make the superb Château Romassan Rosé. An extremely subtle, balanced and complex rosé showing fresh berry aromas and hints of spice. Serve at 10-12°C, as an aperitif, with sweetbreads or Asian cuisine.",35.0,31.50,100.0,4.0,[],Natural Cork,9.8,75.0
A Sticky End Noble Sauvignon Blanc Half Bottle,New Zealand,Dessert & Fortified,Dessert & Fortified,Sauvignon Blanc,MEDIUM,"This dessert wine from Marisco Vineyards' King's Series is made from Sauvignon Blanc grapes that have been allowed extra hang-time on the vine, giving them extra ripeness and promoting the onset of botrytis, creating intense sweetness and complex flavours. Enticing and expressive on the nose, which offers ripe peach and lychee and fig, alongside subtle nutty notes. Intensely concentrated flavours of honey and ripe nectarine with a citrus lift. Drink now or cellar for 2-3 years for more flavour development. Partner with summer fruit puddings.",17.99,15.99,87.0,15.0,"['IWC 2018 - Silver Award', 'Decanter 2018 - Bronze Award', 'IWC 2017 - Silver Award', 'Decanter 2017 - Silver Award']",Screwcap,3.9,37.5
Côté Mas Rouge 2016 PGI Pays d'Oc,France,Red,Fruity Red,"Cinsault, Merlot, Grenache, Syrah, Carignan",MEDIUM,"Domaines Paul Mas offer have realised the huge potential of the Languedoc's climate and terrain, growing and vinifying one of the widest selections of grape varieties. This red blend brings together classic varieties from across the breadth of the south of France. A versatile, supple and youthful middleweight red, with a ruby-purple colour and a nose of cassis, blackberry jam and grenadine. Tannins are ripe and soft, framing a juicy core of fresh berry fruit. As enjoyable on its own as it is with a rack of ribs.",8.99,7.99,85.0,52.0,[],Screwcap,10.1,75.0
Stone Arka Merlot,,Red,Smooth Red,,MEDIUM,"From the award winning winery, Yamantievs, located in the Thracian Valley, which is the perfect location for grape growing in Bulgaria. This Merlot has ripe black fruit & spice aromas with hints of plum. The palate is silky smooth, with an elegant black fruit & plum-skin tone. The acid & tannin balance is perfect - a silky scaffold holding a dark-fruit heart. It will enhance any meal with lamb or venison, but is equally at home alongside a spicy mushroom cassoulet.",9.99,7.99,84.0,32.0,[],,9.8,75.0
"Cortese 2018 Araldica, Piemonte",Italy,White,Crisp White,,DRY,"Araldica Castelvero is a cooperative cellar based in the village of Castel Boglione, in Asti, Piedmont. Cortese is one of the principal white grapes here. This wine is sourced from the grape's heartland of Gavi and from vineyards in the surrounding Alto Monferrato region. A pale, light-bodied and crisp white, full of racy citrus flavours alongside softer notes of apple and pear, and subtly verdant nettle-like aromatics. Partners beautifully with spaghetti genovese.",8.99,7.99,84.0,19.0,[],Screwcap,8.6,75.0
Paradiesgarten Riesling,Germany,White,Sweet White,Riesling,OFF DRY,"""There's a distinct taste to Nahe Riesling. This is teeming with subtle notes of lemon sherbert, lime and balancing acidity. There's a sweetness in every sip that makes it the ideal summer refresher.""",9.99,7.99,75.0,4.0,[],,7.9,75.0
Ena Dva Tri Cabernet Sauvignon,,Red,,,MEDIUM,"Velvety and elegant, the Cabernet Sauvignon is a really good example what this region can produce. Intensely fruity with rich blackcurrant followed by bold notes of black pepper and herbs.",11.99,9.99,100.0,1.0,[],,11.3,75.0
Gewürztraminer 'Les Princes Abbés' 2016 Domaines Schlumberger,France,White,Fruity White,,OFF DRY,"Domaines Schlumberger make their wines using only estate-grown fruit, from vineyards located on the breathtaking slopes of southern Alsace, many having up to 50º elevation. Of their 140ha of vineyards, 70ha are recognised as grand cru sites. An intense nose of rose petals, oriental spice and tropical fruit. Gently off-dry, with a round and mellow texture, balanced by a burst of acidity and a peppery note on the finish. Wonderfully food-friendly, especially when paired with mildly spiced Thai or Indonesian dishes, or with pungent cheeses.",16.99,14.99,100.0,23.0,[],Natural Cork,9.8,75.0
Les Ormes Sorbet,,Red,Fruity Red,,LIGHT,"The wines develop aromas of red fruit accompanied by toasty, spicy notes. Rounded, full-bodied and balanced, they have a wonderful richness. Their tannins are refined, harmonious, and very elegant.",19.99,14.99,100.0,1.0,[],,9.4,75.0
Hunawihr Pinot Gris 2017,France,White,Crisp White,,OFF DRY,"The nose is frank and well open with white flowers and pear aromas. The mouth is full and very rich, with a deep sweetness well balanced by the natural acidity. We can feel the same elegant aromas as for the nose, with a hint of fresh butter. The aftertaste is long and smooth, with truffle flavours.",11.99,9.99,80.0,5.0,[],,9.0,75.0
Irida Sauvignon Blanc,Greece,White,Crisp White,,DRY,"The wine reveals joy-inducing notes of citrus and exotic fruit aromas, followed by gentle swathes of minerality. With its luscious mouthfeel and fresh finish, a rewarding balance is struck - making it a fantastic partner for fresh fish dishes",9.99,8.99,100.0,3.0,[],,9.4,75.0
Rey Noble Garnacha,,Red,Smooth Red,,MEDIUM,"Rarely does a wine cause quite such excitement in the Majestic tasting room as the Rey Noble. A delicious marriage of raspberry and ripe cherry aroma and pure fruit, mineral and earthy flavours",10.99,8.99,75.0,40.0,[],,10.1,75.0
AIX Rosé 2018 Coteaux d'Aix en Provence Magnum,France,Rose,Rose,,DRY,"Aix-en-Provence is where you'll find France's finest, and the world's most sought-after, rosé. With Wine Enthusiast praising it as ""packed with fruitiness as well as great freshness"", this is ahead of the Provençal pack, to say the least. You're in for vibrant notes of red fruits, watermelon and white flowers.",28.99,25.99,95.0,41.0,"['IWC 2019 - Silver Award', 'IWC 2018 - Commended Award']",Natural Cork,19.5,150.0
La Grille Pinot Noir Rosé 2018 Vin de France,France,Rose,Rose,,DRY,"This fruit-filled rosé is made from Pinot Noir grapes grown on the stony foothills of the Massif Central. It was cool-fermented to catch the grapes' fresh fruit, full of the fresh strawberry and spice flavours so typical of this great variety. This soft, subtle rosé displays nuances of strawberry, raspberry, redcurrant and loganberry and is light in body, leaving a crisp refreshing finish. Serve chilled as an apéritif or as a delicious match for sushi, salads and chargrilled salmon steaks.",9.99,7.99,89.0,37.0,[],Screwcap,9.8,75.0
Saluti Rosso,,Red,Fruity Red,,LIGHT,This 70% Sangiovese red is light and fruity with pleasing cherry and redcurrant flavours balanced acidity and a soft texture,6.99,5.99,69.0,130.0,[],,9.0,75.0
Majestic Loves Sauvignon Magnum,New Zealand,White,Fruity White,,DRY,This magnum Sauvignon is fantastic for garden parties and barbeques. Vibrant aromatic fruit flavours that are typical to the Sauvignon grape. When grown in the New Zealand maritime climate this wine flourishes giving off a pale green straw colour with juicy citrus flavours and a long smooth finish with just enough acidity.,15.99,11.99,,,[],,18.0,150.0
Domaine Martin Bourgogne Blanc,,White,Rich White,,DRY,"Floral and elegant with delicate flavours of peach and apple flowing on to a creamy, perfumed finish",14.99,11.24,100.0,1.0,[],,9.8,75.0
Guigal St Joseph,,Red,Smooth Red,,MEDIUM,"Guigal Saint Joseph Blanc is a French white wine made Saint Joseph Appellation d'Origine Contrôlée (AOC) in the northern Rhône wine region of France. Although Saint Joseph is primarily a red wine appellation making wines from the Syrah grape, there is a small amount of white wine made and up to 10% white grapes (Roussanne or Marsanne) can go into the red wine blends",25.99,22.99,,,[],,10.1,75.0
Anna's Way Pinot Gris,,White,Fruity White,Pinot Gris,DRY,"Louis Vavasour's Anna's Way is an award-winning collection of low-yield, premium wines. This Pinot Gris hails from the world famous Marlborough region where the sun-soaked days pack grapes full of intense flavour. It's aged on lees to deepen the complexity of the flavours and introduce a lush softness to the wine.",12.99,10.99,86.0,7.0,[],,10.1,75.0
Marsala Fine Curatolo Arini,Italy,Dessert & Fortified,Dessert & Fortified,,MEDIUM,"Light wines from local grapes Grillo, Inzolia and Cataratto are fortified with white grape spirits in the traditional way. The Marsala Fine is dry in style and has all the characteristics of good Marsala with notes of toasted almonds, citrus and caramel.",14.99,10.99,,,[],,12.8,75.0
